response_id,last_use,usage_experience,skill_level,lenof | _Lenof,lengthof | _Lengthof,countof | _Countof,nelemsof | _Nelemsof,nelementsof | _Nelementsof,extentof | _Extentof,"`_Keyword` and &lt;stdkeyword.h&gt;",Just `_Keyword`,Lowercase `keyword`,_Lengthof keyword; no macro in header,_Lengthof keyword; lengthof macro,lengthof keyword; no macro in header,_Extentof keyword; no macro in header,_Extentof keyword; extentof macro,extentof keyword; no macro in header,_Lenof keyword; no macro in header,_Lenof keyword; lenof macro,lenof keyword; no macro in header,_Countof keyword; no macro in header,_Countof keyword; countof macro,countof keyword; no macro in header,_Nelemsof keyword; no macro in header,_Nelemsof keyword; nelemsof macro,nelemsof keyword; no macro in header,nelementsof keyword; no macro in header,comment
363,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,-5,-3,1,-5,-5,-1,3,3,1,-5,-5,-5,-5,-5,1,-1,1,-1,-3,-1,3,-1,3,-3,
364,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,5,-3,-3,-1,1,-3,3,-3,1,-3,-1,1,-3,-3,-1,-3,1,3,-3,-3,-3,-3,-3,
365,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,5,3,-3,-3,3,5,3,-3,3,5,1,3,5,1,-3,-1,-5,3,5,1,-3,-1,-5,-5,
366,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,-3,5,3,1,1,3,-5,5,-5,-3,-1,-5,1,1,-5,1,1,-5,1,5,-5,1,3,-1,"I believe I have never ended a specifier with 'of'. As a variable it is always 'count', 'len', 'nelem', etc. As a function name I would also expect another noun after 'of' to make it more specific, e.g. nelemOfArray (not to mention I'd most likely use CamelCase). I would not expect any of the keywords to clash with my source code."
367,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,1,3,-1,-5,-3,5,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,3,3,-1,-5,-5,-3,1,-1,-1,-1,1,3,-5,-5,-5,-1,1,3,-1,1,3,-5,-5,-5,-5,
369,10 to 20 years ago,5 to 10 years,Hobbyist / Personal Projects,-3,3,1,-5,-5,1,3,-3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,1,-3,-3,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,3,1,-3,-3,-5,3,-5,5,-5,1,3,-5,-3,-3,-5,3,5,-5,1,3,-5,-3,-3,-3,
372,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,0,3,-1,3,-3,5,-3,1,3,-3,-1,-1,-3,-1,-3,-1,3,5,-3,-1,-1,1,
373,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,-1,1,-1,-1,-3,3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It's great to have C get better and better and this looks like yet a great addition to the language. Please continue on this track :)
374,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,-1,1,3,3,3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,5,5,-1,-1,0,-1,-1,3,-1,1,3,-1,1,3,-1,1,3,-1,1,3,-1,1,3,-1,
376,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,1,-3,-5,5,-1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mostly I'm just glad it's finally being added! Happy to contribute to bikeshedding the name, but just do it already."
377,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,5,-5,-3,-1,5,-3,1,-5,3,-1,-3,1,-1,-3,-1,-3,-5,5,-1,-5,-3,-3,-1,
378,Recently (0 to 2 years ago),20 to 30 years,Software Mentor; Professor / Teacher; Trainer,-1,5,1,-1,-1,-5,-3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,1,1,5,-5,-5,-5,3,3,-5,1,-5,-5,-5,-5,-5,5,3,3,3,1,0,-5,-5,-5,-5,
380,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,5,1,-1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-1,-1,-5,-5,-5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARRAY_SIZE or _Arraysize or array_size. Having ""array"" in the name mostly solves any string null terminator confusion. ""ARRAY_SIZE"" is an existing convention I've seen in many codebases."
382,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,1,5,-1,-3,-5,1,-1,5,-1,1,3,-5,-3,-3,-1,1,3,1,3,5,-5,-3,-1,-3,countof feels the most analogous to sizeof in application
383,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,-1,-3,-3,-5,1,-1,3,-1,3,5,-1,-1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,
384,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,5,-5,-3,1,5,1,-1,-3,1,-5,-3,-1,-5,-3,-1,-5,-3,5,-5,-3,-3,-5,-3,
385,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,5,3,1,-3,-5,-3,1,3,5,1,3,5,-5,-3,-1,1,3,5,-1,1,3,-5,-5,-3,-3,
386,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,1,3,5,-3,-3,-3,5,-3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
387,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,5,-5,-3,1,5,1,3,1,3,-1,1,3,-1,-1,1,-3,3,5,5,-5,-3,-5,-3,"I think ‘count’ is the most neutral word here. I prefer full words over abbreviations. ‘length’ could be confusing with strings. ‘extent’ suggests a different concept to me, namely, the minimum allocation size (e.g. for a struct with a flexible array member), when it may be less than the stride reported by ‘sizeof’. I would accept a new keyword, but strongly prefer for all keywords (new & existing) to have the underscore+capital form, and then aliased or typedef’d in headers, since it’s backward-compatible and allows replacing standard definitions with custom ones."
388,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,1,5,5,-5,-3,-1,-3,-5,5,-5,-1,5,-5,-1,-1,-5,-1,1,-5,1,5,-5,-5,-5,-3,Thank you for all your hard work
389,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,3,5,0,-5,-3,3,-1,-3,1,3,1,-3,-1,-1,-1,-1,0,1,3,1,-1,-1,-1,-1,"Just use rust ;P hahha just kidding. Keep up the good work,"
390,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,3,5,-3,-5,-1,3,-5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
391,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,1,-3,5,-3,-5,-1,3,-1,5,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,
392,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,5,1,-3,-1,-5,-5,1,5,1,-3,5,-5,-5,-5,1,-1,3,-1,-3,3,-3,-3,-1,1,
393,Recently (0 to 2 years ago),20 to 30 years,Hobbyist / Personal Projects,-5,1,3,-5,-5,-5,3,-5,3,-5,1,1,-5,-5,-5,-5,0,-5,-5,3,3,-5,-5,-5,-5,
394,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,5,3,1,3,-1,-1,-1,5,3,1,5,-1,-1,-1,1,1,1,1,-1,3,1,1,1,3,You're a glutton for punishment. THANK YOU! :) :) :)
395,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,-3,1,5,3,-3,-5,-5,5,-5,-5,-3,-5,-5,-3,-5,-5,-1,-5,-5,1,-5,1,5,1,"`count` and `elem` are great, but `len` is terrible for NUL-terminated strings."
396,2 to 5 years ago,5 to 10 years,Hobbyist / Personal Projects,3,1,-1,5,1,-3,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,5,0,0,-5,-5,0,0,-5,0,-5,0,0,-5,0,0,-5,5,0,-5,0,0,-5,-5,-5,-5,
398,2 to 5 years ago,5 to 10 years,Professional / Industrial Software Development,-1,-1,-1,-3,-1,-1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"_Count is also good, and _PascalCase would be very nice indeed - ""nelemsof"" looks like ""lelem sof"" to my eyes. I'd get used to it but it's not good. C.f. ""Header"" -&gt; This is wildly out of scope but having a single ""keywords2Y"" compatibility header would be nice (I bet that might also allow static array extents in C++ if it had the correct macro replacement with auto and requires)"
399,10 to 20 years ago,2 to 5 years,Professional / Industrial Software Development,-1,3,3,-1,-1,3,5,-3,-5,-3,3,-5,-3,5,-5,-3,-1,-5,-3,5,-5,-3,1,-5,-5,
400,Recently (0 to 2 years ago),30+ years,Software Mentor; Professor / Teacher; Trainer,3,5,3,1,5,-5,3,-5,5,-1,1,5,-5,-5,-5,-3,1,3,-5,1,3,-5,1,1,5,"Would something like array_length make it clear that it's similar to sizeof, not strlen, in regards to '\0' terminator being counted? Something len/length might not make clear as mentioned in the blog post."
401,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,-1,3,5,-5,-3,-1,1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,5,3,-1,-3,1,-5,-1,-5,5,-3,1,3,-5,-3,-5,1,3,5,-3,-1,-3,-5,-3,-3,1,
403,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,-3,5,-3,-5,1,5,-5,3,-5,1,1,-3,1,3,-3,3,1,1,5,5,1,1,1,1,
404,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,-1,3,3,-3,-3,1,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,-1,5,3,-1,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Size and length are loaded terms because of the null-terminator implications for strings. Please avoid them if at all possible.
406,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,-3,3,5,-5,-3,-5,1,3,5,1,3,5,-5,-5,-5,-5,-3,-3,1,3,5,-5,-5,-5,-3,"as a non native English speaker I have to say that extentof and lenof aren't very clear to me, lengthof and especially countof are much easier to understand. also nelemsof/nelementsof just looks messy"
407,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,3,1,5,-1,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,5,1,-5,-5,-5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,-3,-3,-5,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thanks for doing this survey!
410,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,1,-1,3,1,5,3,-1,3,-1,-1,1,1,3,5,-3,1,-1,-3,-1,-1,-1,1,3,1,"Typing speed verses understanding speed: while lenof() and lengthof() quick to write, it is also the most likely to be misunderstood. nelemsof() and nelementsof() are very well understood, but are minorly painful to write. extentof() strikes a good balance of speed of writing and reading, and has the added benefit of a lack of keyword clashing."
411,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,-1,5,-5,-5,-5,-5,-1,0,-5,-5,5,-5,-5,-3,-5,-5,-3,-5,-5,-3,-5,-5,-3,-1,
412,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,5,1,-3,-3,-3,3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
413,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,5,1,-5,-3,3,-3,3,5,-5,3,5,-5,1,3,-5,3,5,-5,-1,1,-5,-5,-3,1,
414,Recently (0 to 2 years ago),Recently (0 to 2 years),Just Reading / Just Learning,-3,5,1,-5,-5,-5,5,-5,1,0,5,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,
415,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,5,3,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
416,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,1,3,5,-1,-5,-3,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
417,Recently (0 to 2 years ago),10 to 20 years,(Used to) Attend Standard Committee Meetings,1,5,-1,-3,-5,-5,-1,0,3,1,3,5,-5,-5,-3,1,1,3,-3,-3,-1,-5,-5,-5,-5,
418,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,5,3,-5,-3,1,5,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,5,3,-3,-3,-3,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very excited about the possibility of having this in the standard. You're doing a fantastic job!
420,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,3,-3,-1,-5,0,5,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
421,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,1,3,-3,-3,-3,-3,3,-3,1,-5,0,-3,-5,-3,1,-5,-5,3,-3,1,0,-5,-3,-3,"I don't think this specific keyword is a big deal, tbh, but the first two sections are useful."
422,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-3,5,1,-1,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
423,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-3,3,1,1,-5,1,-5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,"numelements is the best! :)  Don't need 'of', and someone searching for how to get the number of elements will hit on 'num' or 'elements'."
424,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,5,-1,-3,-3,-3,-1,-1,3,-3,3,5,5,-3,-3,-3,3,5,-3,-1,-1,-3,-3,-3,-3,
425,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,3,1,-3,-3,3,-1,1,-5,-3,-3,-5,-3,-3,-5,-3,-3,-3,3,1,-5,-3,-3,-3,
426,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,-3,-3,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-3,
427,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-5,1,5,-5,-5,-3,1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
428,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,-1,5,-5,5,-5,5,-1,-5,3,5,-5,-5,-5,-5,-5,-5,-5,3,5,-5,-5,-5,-5,-5,
429,Recently (0 to 2 years ago),20 to 30 years,Academic / Research Software Development,-3,1,1,-3,-3,3,5,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I don't really like the ""of"" prefix. I'd rather have array_extent(some_var). But then, I'd change other things in nexisting syntax too so perhaps I'm biased."
430,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,1,5,-1,-5,-3,-5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
431,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,5,-1,-3,-5,-3,-5,-1,5,-1,1,5,-5,-5,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,
432,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,3,5,-3,-3,-3,3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
433,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,1,3,1,-5,-3,-5,-1,1,-3,3,3,1,-3,-3,-3,-1,-1,-1,-1,-1,-1,-5,-5,-5,-5,
434,Recently (0 to 2 years ago),20 to 30 years,Academic / Research Software Development,-1,-3,5,-5,-5,-1,-3,-1,5,-3,-3,1,0,-1,-1,-1,-1,5,-1,-3,3,-5,-5,-5,-5,
435,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,-1,5,1,-1,-5,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
436,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,5,1,3,-1,-5,-3,-5,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
437,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-5,1,5,-5,-5,-5,-3,-3,5,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,5,-3,-3,-3,-3,
438,5 to 10 years ago,5 to 10 years,Professional / Industrial Software Development,-1,5,1,-3,-5,3,3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
439,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,-1,5,1,-3,-5,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""length"" and ""size"" are ambiguous but it's definitely not an ""extent"" to me. It's long been a count-of-elements and is spelled COUNT() in my own code."
440,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,5,1,-5,-5,-3,-3,-3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
441,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,1,-1,-1,-3,-3,5,-3,-1,5,-1,-1,-1,1,-1,5,-1,-1,1,-1,-3,1,-3,-5,-1,-1,
442,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,1,1,-3,-1,-3,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,-3,5,-1,-1,-5,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Using Len in the name and allowing it on char arrays is going to be so confusing for new developers: lenof vs strlen is just not a distinction I want to ever have to explain. Also PLEASE at least add a macro. If the keyword looks like _Keyword, and there's no macro header, every single codebase is going to make their own macro. plsno."
444,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,0,-1,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
445,Recently (0 to 2 years ago),30+ years,Software Mentor; Professor / Teacher; Trainer,1,3,5,-1,-3,-5,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
446,5 to 10 years ago,5 to 10 years,Hobbyist / Personal Projects,3,5,3,-1,-1,-1,3,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
447,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,5,-1,-3,-5,-3,1,-1,5,-1,1,5,-3,-3,-3,-1,1,3,-1,1,3,-3,-3,-3,-5,
448,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,-1,-3,-3,-3,1,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None of the options are amazing, but the feature is great, so I will accept anything really"
449,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,3,1,-3,-5,5,-1,-5,5,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,sizeof[] should be considered
450,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,3,5,-1,-1,-5,3,-3,5,-3,-1,1,-3,-1,-1,-3,-1,1,1,5,3,-3,-3,1,1,
451,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,-3,5,3,1,-1,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
452,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,3,1,-1,-3,-3,1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,-1,5,-1,-1,3,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C &gt; C++ &lt;3
454,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,5,3,-3,-1,-5,3,1,-1,1,5,3,-5,-5,-5,-3,1,-1,-1,3,1,-5,-1,-3,1,
455,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,1,3,3,-3,-5,-3,-3,-3,5,1,1,3,-3,-3,-1,-3,-3,1,-1,-1,1,-5,-5,-5,-5,
456,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,5,-3,1,-1,3,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
457,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,-1,1,-3,-3,1,1,-3,3,-3,-1,1,-3,-3,1,-3,1,3,-3,1,3,0,0,0,0,
458,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,1,-3,-3,-3,1,1,-3,5,-5,-1,3,-5,-3,1,-5,-1,5,-5,-3,1,-5,-3,-1,-1,
459,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,5,1,-3,-3,-5,-3,-3,1,0,3,5,-5,-5,-5,-3,-1,-3,-3,1,-3,-5,-5,-3,-3,"Whatever C++ will also accept, as std::size and general library bloat is anathema in many AAA game studios"
460,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,-3,1,5,3,-1,1,-1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
461,Recently (0 to 2 years ago),20 to 30 years,Software Mentor; Professor / Teacher; Trainer,-1,-1,1,-1,-1,3,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Offering a macro in a new header allows testing for support via __has_include
462,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,3,5,-5,-3,1,5,-5,1,-5,3,-3,-5,1,-5,-5,-1,-5,-5,5,-3,-5,-5,-5,-5,"I believe that if a `rankof()` operator or similar is likely to be present in a future standard, it makes sense to use `extentof()` for C++ parity, but I otherwise feel like `countof()` is *to me* the most coherent, intuitive and clear term. I also believe that a `_Countof()` operator/macro definition makes the most sense because I suspect many codebases have oddhoc/oneoff implementaitons of it with a similar name and this allows for managing this."
463,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,-1,5,-3,-5,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thank you for your great work in the comittee!
464,Recently (0 to 2 years ago),2 to 5 years,Software Mentor; Professor / Teacher; Trainer,1,-1,-3,1,-5,0,3,-1,3,-1,-1,1,-1,-1,1,1,3,1,1,1,-1,1,1,-1,-5,
465,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,3,5,-1,-5,-1,3,-5,5,-5,3,3,-5,-1,1,-5,1,1,-5,3,5,-5,-5,-5,-5,
